brand_name,generic_name,status,earliest_expiry,days_until,category,route,strength,approval_date,patent_count,approval_year,approval_month,brand_price_monthly,brand_price_annual,generic_price_monthly,generic_price_annual,monthly_savings,annual_savings,savings_percent,generic_available
RYDAPT,MIDOSTAURIN,Active,2028-10-09,934,Oral,CAPSULE;ORAL,25MG,2017-04-28,2,2017.0,4.0,218.25,2619.0,,,,,,No
PREPOPIK,CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE,Active,2028-10-10,935,Oral,FOR SOLUTION;ORAL,12GM/PACKET;3.5GM/PACKET;10MG/PACKET **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2012-07-16,2,2012.0,7.0,295.01,3540.12,,,,,,No
FLO-PRED,PREDNISOLONE ACETATE,Active,2028-10-11,936,Oral,SUSPENSION;ORAL,EQ 5MG BASE/5ML,2008-01-17,4,2008.0,1.0,223.91,2686.92,,,,,,No
SEEBRI NEOHALER,GLYCOPYRROLATE,Active,2028-10-11,936,Respiratory,POWDER;INHALATION,15.6MCG/INH,2015-10-29,2,2015.0,10.0,189.92,2279.04,,,,,,No
XELPROS,LATANOPROST,Active,2028-10-15,940,Eye Care,EMULSION;OPHTHALMIC,0.005%,2018-09-12,2,2018.0,9.0,148.25,1779.0,,,,,,No
INQOVI,CEDAZURIDINE; DECITABINE,Active,2028-10-16,941,Oral,TABLET;ORAL,100MG;35MG,2020-07-07,11,2020.0,7.0,422.55,5070.6,,,,,,No
HEMANGEOL,PROPRANOLOL HYDROCHLORIDE,Active,2028-10-16,941,Oral,SOLUTION;ORAL,4.28MG/ML,2014-03-14,2,2014.0,3.0,244.43,2933.16,,,,,,No
QBREXZA,GLYCOPYRRONIUM TOSYLATE,Active,2028-10-17,942,Topical,CLOTH;TOPICAL,EQ 2.4% BASE,2018-06-28,8,2018.0,6.0,196.57,2358.84,,,,,,No
MYRBETRIQ,MIRABEGRON,Active,2028-10-30,955,Oral,"TABLET, EXTENDED RELEASE;ORAL",25MG,2012-06-28,26,2012.0,6.0,452.39,5428.68,,,,,,No
ORIAHNN (COPACKAGED),"ELAGOLIX SODIUM,ESTRADIOL,NORETHINDRONE ACETATE; ELAGOLIX SODIUM",Active,2028-11-07,963,Oral,CAPSULE;ORAL,"EQ 300MG BASE,1MG,0.5MG; EQ 300MG BASE",2020-05-29,7,2020.0,5.0,583.28,6999.36,,,,,,No
VIEKIRA PAK (COPACKAGED),"DASABUVIR SODIUM; OMBITASVIR, PARITAPREVIR, RITONAVIR",Active,2028-11-09,965,Oral,TABLET;ORAL,"EQ 250MG BASE;12.5MG, 75MG, 50MG",2014-12-19,15,2014.0,12.0,127.52,1530.24,,,,,,No
CARNEXIV,CARBAMAZEPINE,Active,2028-11-10,966,Injectable,SOLUTION;INTRAVENOUS,200MG/20ML (10MG/ML),2016-10-07,9,2016.0,10.0,2498.53,29982.36,,,,,,No
VELPHORO,FERRIC OXYHYDROXIDE,Active,2028-11-13,969,Oral,"TABLET, CHEWABLE;ORAL",EQ 500MG IRON,2013-11-27,22,2013.0,11.0,539.53,6474.36,,,,,,No
OFIRMEV,ACETAMINOPHEN,Active,2028-11-13,969,Injectable,SOLUTION;INTRAVENOUS,1GM/100ML (10MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2010-11-02,10,2010.0,11.0,704.4,8452.8,,,,,,No
ZEMDRI,PLAZOMICIN SULFATE,Active,2028-11-21,977,Injectable,SOLUTION;INTRAVENOUS,EQ 500MG BASE/10ML (EQ 50MG BASE/ML),2018-06-25,4,2018.0,6.0,2683.95,32207.4,,,,,,No
ONGLYZA,SAXAGLIPTIN HYDROCHLORIDE,Active,2028-11-30,986,Oral,TABLET;ORAL,EQ 2.5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2009-07-31,2,2009.0,7.0,744.61,8935.32,,,,,,No
LOSEASONIQUE,ETHINYL ESTRADIOL; LEVONORGESTREL,Active,2028-12-05,991,Oral,TABLET;ORAL,"0.02MG,0.1MG;0.01MG,N/A",2008-10-24,1,2008.0,10.0,142.75,1713.0,,,,,,No
SEASONIQUE,ETHINYL ESTRADIOL; LEVONORGESTREL,Active,2028-12-05,991,Oral,TABLET;ORAL,"0.03MG,0.01MG;0.15MG,N/A",2006-05-25,1,2006.0,5.0,293.81,3525.72,,,,,,No
ELLA,ULIPRISTAL ACETATE,Active,2028-12-08,994,Oral,TABLET;ORAL,30MG,2010-08-13,8,2010.0,8.0,664.34,7972.08,,,,,,No
SUPRAX,CEFIXIME,Active,2028-12-14,1000,Oral,FOR SUSPENSION;ORAL,500MG/5ML,2013-02-20,1,2013.0,2.0,623.78,7485.36,,,,,,No
VRAYLAR,CARIPRAZINE HYDROCHLORIDE,Active,2028-12-16,1002,Oral,CAPSULE;ORAL,EQ 1.5MG BASE,2015-09-17,55,2015.0,9.0,229.16,2749.92,,,,,,No
STAXYN,VARDENAFIL HYDROCHLORIDE,Active,2028-12-23,1009,Oral,"TABLET, ORALLY DISINTEGRATING;ORAL",10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2010-06-17,1,2010.0,6.0,246.54,2958.48,,,,,,No
RYTARY,CARBIDOPA; LEVODOPA,Active,2028-12-26,1012,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",23.75MG;95MG,2015-01-07,60,2015.0,1.0,359.33,4311.96,,,,,,No
COPIKTRA,DUVELISIB,Active,2029-01-05,1022,Oral,CAPSULE;ORAL,15MG,2018-09-24,16,2018.0,9.0,439.17,5270.04,,,,,,No
LAMICTAL XR,LAMOTRIGINE,Active,2029-01-07,1024,Oral,"TABLET, EXTENDED RELEASE;ORAL",25MG,2009-05-29,6,2009.0,5.0,532.78,6393.36,,,,,,No
TLANDO,TESTOSTERONE UNDECANOATE,Active,2029-01-08,1025,Oral,CAPSULE;ORAL,112.5MG,2022-03-28,15,2022.0,3.0,358.24,4298.88,,,,,,No
PREVYMIS,LETERMOVIR,Active,2029-01-18,1035,Oral,PELLETS;ORAL,20MG/PACKET,2024-08-30,8,2024.0,8.0,423.77,5085.24,,,,,,No
LO LOESTRIN FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,Active,2029-02-02,1050,Oral,TABLET;ORAL,"0.01MG,0.01MG;1MG,N/A",2010-10-21,1,2010.0,10.0,623.23,7478.76,,,,,,No
LO MINASTRIN FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,Active,2029-02-02,1050,Oral,"TABLET, CHEWABLE, TABLET;ORAL","0.01MG,0.01MG,N/A;1MG,N/A,N/A",2013-07-24,1,2013.0,7.0,125.68,1508.16,,,,,,No
MILPROSA,PROGESTERONE,Active,2029-02-03,1051,Other,SYSTEM;VAGINAL,1.78GM,2020-04-29,3,2020.0,4.0,226.22,2714.64,,,,,,No
INBRIJA,LEVODOPA,Active,2029-02-03,1051,Respiratory,POWDER;INHALATION,42MG,2018-12-21,6,2018.0,12.0,471.01,5652.12,,,,,,No
ENSACOVE,ENSARTINIB HYDROCHLORIDE,Active,2029-02-09,1057,Oral,CAPSULE;ORAL,EQ 25MG BASE,2024-12-18,8,2024.0,12.0,726.64,8719.68,,,,,,No
FIRMAGON,DEGARELIX ACETATE,Active,2029-02-10,1058,Injectable,POWDER;SUBCUTANEOUS,EQ 80MG BASE/VIAL,2008-12-24,14,2008.0,12.0,1779.19,21350.28,,,,,,No
BLUJEPA,GEPOTIDACIN MESYLATE,Active,2029-02-12,1060,Oral,TABLET;ORAL,EQ 750MG BASE,2025-03-25,3,2025.0,3.0,472.48,5669.76,,,,,,No
FYARRO,SIROLIMUS,Active,2029-02-14,1062,Injectable,POWDER;INTRAVENOUS,100MG/VIAL,2021-11-22,9,2021.0,11.0,767.93,9215.16,,,,,,No
ZIPSOR,DICLOFENAC POTASSIUM,Active,2029-02-24,1072,Oral,CAPSULE;ORAL,25MG,2009-06-16,6,2009.0,6.0,413.19,4958.28,,,,,,No
BROMSITE,BROMFENAC SODIUM,Active,2029-03-05,1081,Eye Care,SOLUTION/DROPS;OPHTHALMIC,EQ 0.075% ACID,2016-04-08,1,2016.0,4.0,313.05,3756.6,,,,,,No
TRIESENCE,TRIAMCINOLONE ACETONIDE,Active,2029-03-10,1086,Other,INJECTABLE;INTRAVITREAL,40MG/ML (40MG/ML),2007-11-29,3,2007.0,11.0,221.24,2654.88,,,,,,No
OLUMIANT,BARICITINIB,Active,2029-03-10,1086,Oral,TABLET;ORAL,1MG,2019-10-08,17,2019.0,10.0,288.47,3461.64,,,,,,No
ISENTRESS HD,RALTEGRAVIR POTASSIUM,Active,2029-03-11,1087,Oral,TABLET;ORAL,EQ 600MG BASE,2017-05-26,6,2017.0,5.0,364.1,4369.2,,,,,,No
DUTREBIS,LAMIVUDINE; RALTEGRAVIR POTASSIUM,Active,2029-03-11,1087,Oral,TABLET;ORAL,150MG;EQ 300MG BASE,2015-02-06,2,2015.0,2.0,114.05,1368.6,,,,,,No
VIRAMUNE XR,NEVIRAPINE,Active,2029-03-12,1088,Oral,"TABLET, EXTENDED RELEASE;ORAL",400MG,2011-03-25,1,2011.0,3.0,325.46,3905.52,,,,,,No
TIGLUTIK KIT,RILUZOLE,Active,2029-03-12,1088,Oral,SUSPENSION;ORAL,50MG/10ML,2018-09-05,1,2018.0,9.0,248.01,2976.12,,,,,,No
NITROLINGUAL PUMPSPRAY,NITROGLYCERIN,Active,2029-03-12,1088,Other,"SPRAY, METERED;SUBLINGUAL",0.4MG/SPRAY,1997-01-10,1,1997.0,1.0,263.75,3165.0,,,,,,No
SESQUIENT,FOSPHENYTOIN SODIUM,Active,2029-03-13,1089,Injectable,SOLUTION;INTRAVENOUS,EQ 100MG PHENYTOIN NA/2ML (EQ 50MG PHENYTOIN NA/ML),2020-11-05,10,2020.0,11.0,799.41,9592.92,,,,,,No
EVOMELA,MELPHALAN HYDROCHLORIDE,Active,2029-03-13,1089,Injectable,POWDER;INTRAVENOUS,EQ 50MG BASE/VIAL,2016-03-10,7,2016.0,3.0,2726.32,32715.84,,,,,,No
RALDESY,TRAZODONE HYDROCHLORIDE,Active,2029-03-13,1089,Oral,SOLUTION;ORAL,10MG/ML,2024-11-26,1,2024.0,11.0,515.51,6186.12,,,,,,No
ZULRESSO,BREXANOLONE,Active,2029-03-13,1089,Injectable,SOLUTION;INTRAVENOUS,100MG/20ML (5MG/ML),2019-06-17,8,2019.0,6.0,2197.76,26373.12,,,,,,No
DESYREL,TRAZODONE HYDROCHLORIDE,Active,2029-03-13,1089,Oral,TABLET;ORAL,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1985-03-25,4,1985.0,3.0,652.42,7829.04,,,,,,No
NOXAFIL,POSACONAZOLE,Active,2029-03-13,1089,Injectable,SOLUTION;INTRAVENOUS,300MG/16.7ML (18MG/ML),2014-03-13,9,2014.0,3.0,1746.11,20953.32,,,,,,No
NEXTERONE,AMIODARONE HYDROCHLORIDE,Active,2029-03-13,1089,Injectable,INJECTABLE;INJECTION,50MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2008-12-24,3,2008.0,12.0,717.3,8607.6,,,,,,No
DUAKLIR PRESSAIR,ACLIDINIUM BROMIDE; FORMOTEROL FUMARATE,Active,2029-03-13,1089,Respiratory,"POWDER, METERED;INHALATION",0.4MG/INH;0.012MG/INH,2019-03-29,2,2019.0,3.0,391.7,4700.4,,,,,,No
TUDORZA PRESSAIR,ACLIDINIUM BROMIDE,Active,2029-03-13,1089,Respiratory,"POWDER, METERED;INHALATION",0.4MG/INH,2012-07-23,2,2012.0,7.0,414.08,4968.96,,,,,,No
IZBA,TRAVOPROST,Active,2029-03-13,1089,Eye Care,SOLUTION/DROPS;OPHTHALMIC,0.003% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2014-05-15,4,2014.0,5.0,398.18,4778.16,,,,,,No
SUPRENZA,PHENTERMINE HYDROCHLORIDE,Active,2029-03-14,1090,Oral,"TABLET, ORALLY DISINTEGRATING;ORAL",15MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2011-06-13,3,2011.0,6.0,402.16,4825.92,,,,,,No
NEURACEQ,FLORBETABEN F-18,Active,2029-03-18,1094,Injectable,SOLUTION;INTRAVENOUS,1.4-135mCi/ML,2014-03-19,2,2014.0,3.0,818.95,9827.4,,,,,,No
NAMENDA XR,MEMANTINE HYDROCHLORIDE,Active,2029-03-24,1100,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",7MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2010-06-21,8,2010.0,6.0,298.64,3583.68,,,,,,No
MONOFERRIC,FERRIC DERISOMALTOSE,Active,2029-03-25,1101,Injectable,SOLUTION;INTRAVENOUS,1GM/10ML (100MG/ML),2020-01-16,15,2020.0,1.0,1407.71,16892.52,,,,,,No
QUILLIVANT XR,METHYLPHENIDATE HYDROCHLORIDE,Active,2029-03-29,1105,Oral,"FOR SUSPENSION, EXTENDED RELEASE;ORAL",5MG/ML,2012-09-27,7,2012.0,9.0,552.14,6625.68,,,,,,No
ONYDA XR,CLONIDINE HYDROCHLORIDE,Active,2029-03-29,1105,Oral,"SUSPENSION, EXTENDED RELEASE;ORAL",0.1MG/ML,2024-05-24,2,2024.0,5.0,499.54,5994.48,,,,,,No
GEMTESA,VIBEGRON,Active,2029-04-02,1109,Oral,TABLET;ORAL,75MG,2020-12-23,6,2020.0,12.0,349.27,4191.24,,,,,,No
NULIBRY,FOSDENOPTERIN HYDROBROMIDE,Active,2029-04-09,1116,Injectable,POWDER;INTRAVENOUS,EQ 9.5MG BASE/VIAL,2021-02-26,1,2021.0,2.0,2966.29,35595.48,,,,,,No
KERENDIA,FINERENONE,Active,2029-04-12,1119,Oral,TABLET;ORAL,10MG,2021-07-09,6,2021.0,7.0,524.04,6288.48,,,,,,No
MULTAQ,DRONEDARONE HYDROCHLORIDE,Active,2029-04-16,1123,Oral,TABLET;ORAL,EQ 400MG BASE,2009-07-01,5,2009.0,7.0,266.06,3192.72,,,,,,No
TRIFERIC AVNU,FERRIC PYROPHOSPHATE CITRATE,Active,2029-04-17,1124,Injectable,SOLUTION;INTRAVENOUS,6.75MG IRON/4.5ML (1.5MG IRON/ML),2020-03-27,1,2020.0,3.0,754.46,9053.52,,,,,,No
SKYCLARYS,OMAVELOXOLONE,Active,2029-04-20,1127,Oral,CAPSULE;ORAL,50MG,2023-02-28,8,2023.0,2.0,207.0,2484.0,,,,,,No
OTIPRIO,CIPROFLOXACIN,Active,2029-04-21,1128,Other,"INJECTABLE, SUSPENSION;OTIC",6% (60MG/ML),2015-12-10,8,2015.0,12.0,222.98,2675.76,,,,,,No
VEKLURY,REMDESIVIR,Active,2029-04-22,1129,Injectable,POWDER;INTRAVENOUS,100MG/VIAL,2020-10-22,71,2020.0,10.0,901.7,10820.4,,,,,,No
TARPEYO,BUDESONIDE,Active,2029-05-07,1144,Oral,"CAPSULE, DELAYED RELEASE;ORAL",4MG,2021-12-15,9,2021.0,12.0,230.6,2767.2,,,,,,No
KENGREAL,CANGRELOR,Active,2029-05-13,1150,Injectable,POWDER;INTRAVENOUS,50MG/VIAL,2015-06-22,7,2015.0,6.0,1212.74,14552.88,,,,,,No
ZEPOSIA,OZANIMOD HYDROCHLORIDE,Active,2029-05-14,1151,Oral,CAPSULE;ORAL,EQ 0.23MG BASE,2020-03-25,18,2020.0,3.0,221.36,2656.32,,,,,,No
ONUREG,AZACITIDINE,Active,2029-05-14,1151,Oral,TABLET;ORAL,200MG,2020-09-01,6,2020.0,9.0,727.74,8732.88,,,,,,No
XARACOLL,BUPIVACAINE HYDROCHLORIDE,Active,2029-05-20,1157,Other,IMPLANT;IMPLANTATION,100MG,2020-08-28,2,2020.0,8.0,140.12,1681.44,,,,,,No
NOCDURNA,DESMOPRESSIN ACETATE,Active,2029-05-21,1158,Oral,TABLET;SUBLINGUAL,0.0277MG,2018-06-21,6,2018.0,6.0,467.16,5605.92,,,,,,No
ALUNBRIG,BRIGATINIB,Active,2029-05-21,1158,Oral,TABLET;ORAL,30MG,2017-04-28,12,2017.0,4.0,387.28,4647.36,,,,,,No
AGAMREE,VAMOROLONE,Active,2029-05-28,1165,Oral,SUSPENSION;ORAL,40MG/ML,2023-10-26,7,2023.0,10.0,787.67,9452.04,,,,,,No
ZIOPTAN,TAFLUPROST,Active,2029-05-28,1165,Eye Care,SOLUTION/DROPS;OPHTHALMIC,0.0015%,2012-02-10,2,2012.0,2.0,144.82,1737.84,,,,,,No
MOXEZA,MOXIFLOXACIN HYDROCHLORIDE,Active,2029-05-29,1166,Eye Care,SOLUTION/DROPS;OPHTHALMIC,EQ 0.5% BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2010-11-19,2,2010.0,11.0,259.14,3109.68,,,,,,No
RASUVO,METHOTREXATE,Active,2029-06-01,1169,Injectable,SOLUTION;SUBCUTANEOUS,7.5MG/0.15ML (7.5MG/0.15ML),2014-07-10,10,2014.0,7.0,2923.68,35084.16,,,,,,No
ORLYNVAH,PROBENECID; SULOPENEM ETZADROXIL,Active,2029-06-03,1171,Oral,TABLET;ORAL,500MG;500MG,2024-10-25,4,2024.0,10.0,705.85,8470.2,,,,,,No
ONEXTON,BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,Active,2029-06-03,1171,Topical,GEL;TOPICAL,3.75%;EQ 1.2% BASE,2014-11-24,13,2014.0,11.0,341.46,4097.52,,,,,,No
ACANYA,BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,Active,2029-06-03,1171,Topical,GEL;TOPICAL,2.5%;EQ 1.2% BASE,2008-10-23,6,2008.0,10.0,162.53,1950.36,,,,,,No
CABTREO,ADAPALENE; BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,Active,2029-06-03,1171,Topical,GEL;TOPICAL,0.15%;3.1%;1.2%,2023-10-20,8,2023.0,10.0,134.68,1616.16,,,,,,No
MIPLYFFA,ARIMOCLOMOL CITRATE,Active,2029-06-26,1194,Oral,CAPSULE;ORAL,EQ 47MG BASE,2024-09-20,12,2024.0,9.0,568.05,6816.6,,,,,,No
TRIPTODUR KIT,TRIPTORELIN PAMOATE,Active,2029-06-30,1198,Other,"FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",EQ 22.5MG BASE/VIAL,2017-06-29,1,2017.0,6.0,564.69,6776.28,,,,,,No
TRELSTAR,TRIPTORELIN PAMOATE,Active,2029-06-30,1198,Other,INJECTABLE;INTRAMUSCULAR,EQ 22.5MG BASE/VIAL,2010-03-10,1,2010.0,3.0,378.38,4540.56,,,,,,No
INOMAX,NITRIC OXIDE,Active,2029-06-30,1198,Respiratory,GAS;INHALATION,100PPM **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1999-12-23,53,1999.0,12.0,407.23,4886.76,,,,,,No
ORILISSA,ELAGOLIX SODIUM,Active,2029-07-06,1204,Oral,TABLET;ORAL,EQ 150MG BASE,2018-07-23,14,2018.0,7.0,295.99,3551.88,,,,,,No
VELSIPITY,ETRASIMOD ARGININE,Active,2029-07-22,1220,Oral,TABLET;ORAL,EQ 2MG BASE,2023-10-12,9,2023.0,10.0,638.65,7663.8,,,,,,No
BRAFTOVI,ENCORAFENIB,Active,2029-07-23,1221,Oral,CAPSULE;ORAL,50MG,2018-06-27,41,2018.0,6.0,230.93,2771.16,,,,,,No
ZEPATIER,ELBASVIR; GRAZOPREVIR,Active,2029-07-24,1222,Oral,TABLET;ORAL,50MG;100MG,2016-01-28,2,2016.0,1.0,326.58,3918.96,,,,,,No
ODOMZO,SONIDEGIB PHOSPHATE,Active,2029-07-24,1222,Oral,CAPSULE;ORAL,EQ 200MG BASE,2015-07-24,3,2015.0,7.0,397.81,4773.72,,,,,,No
LUMIFY PRESERVATIVE FREE,BRIMONIDINE TARTRATE,Active,2029-07-27,1225,Eye Care,SOLUTION/DROPS;OPHTHALMIC,0.025%,2024-04-19,3,2024.0,4.0,303.04,3636.48,,,,,,No
TALZENNA,TALAZOPARIB TOSYLATE,Active,2029-07-27,1225,Oral,CAPSULE;ORAL,EQ 0.1MG BASE,2023-06-20,70,2023.0,6.0,269.69,3236.28,,,,,,No
LUMIFY,BRIMONIDINE TARTRATE,Active,2029-07-27,1225,Eye Care,SOLUTION/DROPS;OPHTHALMIC,0.025%,2017-12-22,4,2017.0,12.0,145.93,1751.16,,,,,,No
SUBOXONE,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,Active,2029-08-07,1236,Other,"FILM;BUCCAL, SUBLINGUAL",EQ 2MG BASE;EQ 0.5MG BASE,2010-08-30,12,2010.0,8.0,405.31,4863.72,,,,,,No
XERAVA,ERAVACYCLINE DIHYDROCHLORIDE,Active,2029-08-07,1236,Injectable,POWDER;INTRAVENOUS,EQ 50MG BASE/VIAL,2018-08-27,8,2018.0,8.0,1221.58,14658.96,,,,,,No
KYNMOBI,APOMORPHINE HYDROCHLORIDE,Active,2029-08-07,1236,Other,FILM;SUBLINGUAL,10MG,2020-05-21,60,2020.0,5.0,390.62,4687.44,,,,,,No
ZYCLARA,IMIQUIMOD,Active,2029-08-18,1247,Topical,CREAM;TOPICAL,2.5%,2011-07-15,15,2011.0,7.0,129.4,1552.8,,,,,,No
ORBACTIV,ORITAVANCIN DIPHOSPHATE,Active,2029-08-29,1258,Injectable,POWDER;INTRAVENOUS,EQ 400MG BASE/VIAL,2014-08-06,3,2014.0,8.0,1702.85,20434.2,,,,,,No
KIMYRSA,ORITAVANCIN DIPHOSPHATE,Active,2029-08-29,1258,Injectable,POWDER;INTRAVENOUS,EQ 1.2GM BASE/VIAL,2021-03-12,3,2021.0,3.0,1831.47,21977.64,,,,,,No
TYBOST,COBICISTAT,Active,2029-09-03,1263,Oral,TABLET;ORAL,90MG,2025-06-20,8,2025.0,6.0,136.28,1635.36,,,,,,No
EVOTAZ,ATAZANAVIR SULFATE; COBICISTAT,Active,2029-09-03,1263,Oral,TABLET;ORAL,EQ 300MG BASE;150MG,2015-01-29,2,2015.0,1.0,335.62,4027.44,,,,,,No
QELBREE,VILOXAZINE HYDROCHLORIDE,Active,2029-09-04,1264,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 100MG BASE,2021-04-02,18,2021.0,4.0,194.09,2329.08,,,,,,No
PIQRAY,ALPELISIB,Active,2029-09-10,1270,Oral,TABLET;ORAL,50MG,2019-05-24,6,2019.0,5.0,144.36,1732.32,,,,,,No
VIJOICE,ALPELISIB,Active,2029-09-10,1270,Oral,GRANULES;ORAL,50MG/PACKET,2024-04-24,16,2024.0,4.0,792.97,9515.64,,,,,,No
MIRENA,LEVONORGESTREL,Active,2029-09-14,1274,Other,SYSTEM;INTRAUTERINE,52MG,2000-12-06,2,2000.0,12.0,261.18,3134.16,,,,,,No
MYCAPSSA,OCTREOTIDE ACETATE,Active,2029-09-17,1277,Oral,"CAPSULE, DELAYED RELEASE;ORAL",EQ 20MG BASE,2020-06-26,16,2020.0,6.0,666.91,8002.92,,,,,,No
TYKERB,LAPATINIB DITOSYLATE,Active,2029-09-18,1278,Oral,TABLET;ORAL,EQ 250MG BASE,2007-03-13,1,2007.0,3.0,278.25,3339.0,,,,,,No
SAVELLA,MILNACIPRAN HYDROCHLORIDE,Active,2029-09-19,1279,Oral,TABLET;ORAL,12.5MG,2009-01-14,4,2009.0,1.0,577.05,6924.6,,,,,,No
TRYVIO,APROCITENTAN,Active,2029-09-21,1281,Oral,TABLET;ORAL,12.5MG,2024-03-19,6,2024.0,3.0,632.16,7585.92,,,,,,No
LONSURF,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,Active,2029-09-22,1282,Oral,TABLET;ORAL,EQ 6.14MG BASE;15MG,2015-09-22,20,2015.0,9.0,516.95,6203.4,,,,,,No
CALDOLOR,IBUPROFEN,Active,2029-09-30,1290,Injectable,SOLUTION;INTRAVENOUS,800MG/8ML (100MG/ML),2009-06-11,14,2009.0,6.0,1678.94,20147.28,,,,,,No
PRESTALIA,AMLODIPINE BESYLATE; PERINDOPRIL ARGININE,Active,2029-10-05,1295,Oral,TABLET;ORAL,EQ 2.5MG BASE;3.5MG ,2015-01-21,3,2015.0,1.0,388.29,4659.48,,,,,,No
OMLONTI,OMIDENEPAG ISOPROPYL,Active,2029-10-13,1303,Eye Care,SOLUTION;OPHTHALMIC,0.002%,2022-09-22,13,2022.0,9.0,239.55,2874.6,,,,,,No
VIVITROL,NALTREXONE,Active,2029-10-15,1305,Other,"FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",380MG/VIAL,2006-04-13,2,2006.0,4.0,564.76,6777.12,,,,,,No
VITRAKVI,LAROTRECTINIB SULFATE,Active,2029-10-21,1311,Oral,CAPSULE;ORAL,EQ 25MG BASE,2018-11-26,48,2018.0,11.0,681.43,8177.16,,,,,,No
ALIQOPA,COPANLISIB DIHYDROCHLORIDE,Active,2029-10-22,1312,Injectable,POWDER;INTRAVENOUS,60MG/VIAL,2017-09-14,3,2017.0,9.0,2912.57,34950.84,,,,,,No
ZINGO,LIDOCAINE HYDROCHLORIDE,Active,2029-10-22,1312,Other,SYSTEM;INTRADERMAL,0.5MG,2007-08-16,3,2007.0,8.0,162.15,1945.8,,,,,,No
FERRIPROX,DEFERIPRONE,Active,2029-10-26,1316,Oral,SOLUTION;ORAL,80MG/ML,2018-04-20,8,2018.0,4.0,611.61,7339.32,,,,,,No
GELNIQUE,OXYBUTYNIN CHLORIDE,Active,2029-11-06,1327,Other,GEL;TRANSDERMAL,10% (100MG/PACKET) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2009-01-27,3,2009.0,1.0,569.17,6830.04,,,,,,No
BESIVANCE,BESIFLOXACIN HYDROCHLORIDE,Active,2029-11-13,1334,Eye Care,SUSPENSION/DROPS;OPHTHALMIC,EQ 0.6% BASE,2009-05-28,4,2009.0,5.0,172.49,2069.88,,,,,,No
BELSOMRA,SUVOREXANT,Active,2029-11-20,1341,Oral,TABLET;ORAL,5MG,2014-08-13,12,2014.0,8.0,146.55,1758.6,,,,,,No
ZUPLENZ,ONDANSETRON,Active,2029-11-23,1344,Oral,FILM;ORAL,4MG,2010-07-02,4,2010.0,7.0,618.78,7425.36,,,,,,No
JASCAYD,NERANDOMILAST,Active,2029-11-26,1347,Oral,TABLET;ORAL,9MG,2025-10-07,10,2025.0,10.0,502.13,6025.56,,,,,,No
ZEPZELCA,LURBINECTEDIN,Active,2029-12-13,1364,Injectable,POWDER;INTRAVENOUS,4MG/VIAL,2020-06-15,5,2020.0,6.0,2604.57,31254.84,,,,,,No
XEPI,OZENOXACIN,Active,2029-12-15,1366,Topical,CREAM;TOPICAL,1%,2017-12-11,2,2017.0,12.0,124.73,1496.76,,,,,,No
GIAPREZA,ANGIOTENSIN II ACETATE,Active,2029-12-16,1367,Injectable,SOLUTION;INTRAVENOUS,EQ 0.5MG BASE/ML (EQ 0.5MG BASE/ML),2021-12-23,45,2021.0,12.0,2488.17,29858.04,,,,,,No
TAVNEOS,AVACOPAN,Active,2029-12-21,1372,Oral,CAPSULE;ORAL,10MG,2021-10-07,4,2021.0,10.0,241.14,2893.68,,,,,,No
TEKAMLO,ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE,Active,2029-12-21,1372,Oral,TABLET;ORAL,EQ 150MG BASE;EQ 5MG BASE,2010-08-26,4,2010.0,8.0,214.56,2574.72,,,,,,No
